Driver,DriverNumber,Team,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Stint,SpeedI1,SpeedI2,SpeedFL,SpeedST,TrackStatus,IsPersonalBest,LapStartTime,Year,Event,Session,LapTime_sec,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,QualiSegment,IsPushLap,CircuitName,Country,TrackType,Altitude_m,DRSZones,LapSpeedClass,TrackLength_m,NumCorners,CornerDensity,AvgCornerSpacing_m
BOR,5,Alfa Romeo,0 days 00:01:10.037000,5,0 days 00:00:24.043000,0 days 00:00:24.842000,0 days 00:00:21.152000,SOFT,2,TRUE,2,289,281,320,331,1,TRUE,0 days 00:31:18.377000,2025,Dutch Grand Prix,Q,70.037,0 days 00:32:28.414000,20.7,64,1006.2,FALSE,34.4,198,3.6,Q1,1,,,,,,,,,,
ANT,12,Mercedes,0 days 00:01:41.942000,6,0 days 00:00:31.838000,0 days 00:00:36.349000,0 days 00:00:33.755000,SOFT,3,TRUE,2,142,222,,292,1,FALSE,0 days 00:31:03.728000,2025,Dutch Grand Prix,Q,101.942,0 days 00:32:45.670000,20.7,64,1006.2,FALSE,34.4,198,3.6,Q1,0,,,,,,,,,,
LAW,30,Racing Bulls,0 days 00:01:09.779000,5,0 days 00:00:23.953000,0 days 00:00:24.646000,0 days 00:00:21.180000,SOFT,2,TRUE,2,290,280,318,328,1,TRUE,0 days 00:31:35.982000,2025,Dutch Grand Prix,Q,69.779,0 days 00:32:45.761000,20.7,64,1006.2,FALSE,34.4,198,3.6,Q1,1,,,,,,,,,,
OCO,31,Haas,0 days 00:01:10.197000,8,0 days 00:00:24.031000,0 days 00:00:24.848000,0 days 00:00:21.318000,SOFT,2,TRUE,3,287,281,317,328,1,TRUE,0 days 00:31:42.178000,2025,Dutch Grand Prix,Q,70.197,0 days 00:32:52.375000,20.7,64,1006.2,FALSE,34.4,198,3.6,Q1,1,,,,,,,,,,
COL,43,Alpine,0 days 00:01:10.104000,8,0 days 00:00:24.036000,0 days 00:00:24.749000,0 days 00:00:21.319000,SOFT,2,TRUE,3,291,282,323,330,1,TRUE,0 days 00:31:47.404000,2025,Dutch Grand Prix,Q,70.104,0 days 00:32:57.508000,20.7,64,1006.2,FALSE,34.4,198,3.6,Q1,1,,,,,,,,,,
HAD,6,Racing Bulls,0 days 00:01:41.591000,6,0 days 00:00:33.741000,0 days 00:00:35.391000,0 days 00:00:32.459000,SOFT,3,TRUE,2,220,220,,137,1,FALSE,0 days 00:31:17.001000,2025,Dutch Grand Prix,Q,101.591,0 days 00:32:58.592000,20.7,64,1006.2,FALSE,34.4,198,3.6,Q1,0,,,,,,,,,,
TSU,22,Red Bull Racing,0 days 00:01:09.954000,8,0 days 00:00:23.819000,0 days 00:00:24.878000,0 days 00:00:21.257000,SOFT,2,TRUE,3,290,281,322,332,1,TRUE,0 days 00:31:55.104000,2025,Dutch Grand Prix,Q,69.954,0 days 00:33:05.058000,20.7,64,1006.2,FALSE,34.4,198,3.6,Q1,1,,,,,,,,,,
SAI,55,Williams,0 days 00:01:33.645000,6,0 days 00:00:30.544000,0 days 00:00:31.454000,0 days 00:00:31.647000,SOFT,3,TRUE,2,253,253,,264,1,FALSE,0 days 00:31:31.747000,2025,Dutch Grand Prix,Q,93.645,0 days 00:33:05.392000,20.7,64,1006.2,FALSE,34.4,198,3.6,Q1,0,,,,,,,,,,
BEA,87,Haas,0 days 00:01:42.876000,9,0 days 00:00:32.158000,0 days 00:00:34.191000,0 days 00:00:36.527000,SOFT,3,TRUE,3,205,160,,246,1,FALSE,0 days 00:31:23.050000,2025,Dutch Grand Prix,Q,102.876,0 days 00:33:05.926000,20.7,64,1006.2,FALSE,34.4,198,3.6,Q1,0,,,,,,,,,,
HUL,27,Alfa Romeo,0 days 00:01:10.261000,8,0 days 00:00:24.077000,0 days 00:00:24.851000,0 days 00:00:21.333000,SOFT,2,TRUE,3,288,281,320,328,1,FALSE,0 days 00:32:07.213000,2025,Dutch Grand Prix,Q,70.261,0 days 00:33:17.474000,20.7,64,1006.2,FALSE,34.4,198,3.6,Q1,1,,,,,,,,,,
ALB,23,Williams,0 days 00:01:43.111000,6,0 days 00:00:40.229000,0 days 00:00:35.054000,0 days 00:00:27.828000,SOFT,3,TRUE,2,234,146,,126,1,FALSE,0 days 00:31:40.787000,2025,Dutch Grand Prix,Q,103.111,0 days 00:33:23.898000,20.7,64,1006.2,FALSE,34.4,198,3.6,Q1,0,,,,,,,,,,
GAS,10,Alpine,0 days 00:01:42.760000,9,0 days 00:00:39.400000,0 days 00:00:31.197000,0 days 00:00:32.163000,SOFT,3,TRUE,3,251,252,,184,1,FALSE,0 days 00:31:53.649000,2025,Dutch Grand Prix,Q,102.76,0 days 00:33:36.409000,20.8,65,1006.2,FALSE,34.5,208,4.3,Q1,0,,,,,,,,,,
ALO,14,Aston Martin,0 days 00:01:36.991000,5,0 days 00:00:27.402000,0 days 00:00:37.009000,0 days 00:00:32.580000,SOFT,2,TRUE,2,176,256,,330,1,FALSE,0 days 00:32:02.091000,2025,Dutch Grand Prix,Q,96.991,0 days 00:33:39.082000,20.8,65,1006.2,FALSE,34.5,208,4.3,Q1,0,,,,,,,,,,
HAM,44,Ferrari,0 days 00:01:41.543000,8,0 days 00:00:34.100000,0 days 00:00:33.690000,0 days 00:00:33.753000,SOFT,3,TRUE,3,202,235,,224,1,FALSE,0 days 00:32:14.727000,2025,Dutch Grand Prix,Q,101.543,0 days 00:33:56.270000,20.8,65,1006.2,FALSE,34.5,208,4.3,Q1,0,,,,,,,,,,
LEC,16,Ferrari,0 days 00:01:37.963000,9,0 days 00:00:29.204000,0 days 00:00:34.398000,0 days 00:00:34.361000,SOFT,3,TRUE,3,216,159,,288,1,FALSE,0 days 00:32:22.165000,2025,Dutch Grand Prix,Q,97.963,0 days 00:34:00.128000,20.8,65,1006.2,FALSE,34.5,208,4.3,Q1,0,,,,,,,,,,
BOR,5,Alfa Romeo,0 days 00:01:39.734000,6,0 days 00:00:30.711000,0 days 00:00:34.865000,0 days 00:00:34.158000,SOFT,3,TRUE,2,256,203,,234,1,FALSE,0 days 00:32:28.414000,2025,Dutch Grand Prix,Q,99.734,0 days 00:34:08.148000,20.8,65,1006.2,FALSE,34.5,208,4.3,Q1,0,,,,,,,,,,
LAW,30,Racing Bulls,0 days 00:01:34.997000,6,0 days 00:00:30.349000,0 days 00:00:30.713000,0 days 00:00:33.935000,SOFT,3,TRUE,2,243,209,,267,1,FALSE,0 days 00:32:45.761000,2025,Dutch Grand Prix,Q,94.997,0 days 00:34:20.758000,20.8,65,1006.2,FALSE,34.5,208,4.3,Q1,0,,,,,,,,,,
OCO,31,Haas,0 days 00:01:34.608000,9,0 days 00:00:31.285000,0 days 00:00:31.265000,0 days 00:00:32.058000,SOFT,3,TRUE,3,222,204,,288,1,FALSE,0 days 00:32:52.375000,2025,Dutch Grand Prix,Q,94.608,0 days 00:34:26.983000,20.8,64,1006.1,FALSE,34.4,208,4,Q1,0,,,,,,,,,,
COL,43,Alpine,0 days 00:01:37.840000,9,0 days 00:00:34.164000,0 days 00:00:31.305000,0 days 00:00:32.371000,SOFT,3,TRUE,3,197,207,,240,1,FALSE,0 days 00:32:57.508000,2025,Dutch Grand Prix,Q,97.84,0 days 00:34:35.348000,20.8,64,1006.1,FALSE,34.4,208,4,Q1,0,,,,,,,,,,
TSU,22,Red Bull Racing,0 days 00:01:35.194000,9,0 days 00:00:30.102000,0 days 00:00:32.825000,0 days 00:00:32.267000,SOFT,3,TRUE,3,209,224,,255,1,FALSE,0 days 00:33:05.058000,2025,Dutch Grand Prix,Q,95.194,0 days 00:34:40.252000,20.8,64,1006.1,FALSE,34.4,208,4,Q1,0,,,,,,,,,,
HUL,27,Alfa Romeo,0 days 00:01:38.650000,9,0 days 00:00:34.929000,0 days 00:00:31.863000,0 days 00:00:31.858000,SOFT,3,TRUE,3,208,188,,235,12,FALSE,0 days 00:33:17.474000,2025,Dutch Grand Prix,Q,98.65,0 days 00:34:56.124000,20.8,64,1006.1,FALSE,34.4,208,4,Q1,0,,,,,,,,,,
LEC,16,Ferrari,,10,,0 days 00:00:33.220000,0 days 00:00:23.923000,SOFT,4,FALSE,4,210,244,315,288,12,FALSE,0 days 00:34:00.128000,2025,Dutch Grand Prix,Q,,0 days 00:41:01.427000,20.6,66,1006.2,FALSE,34.1,219,4,Q2,0,,,,,,,,,,
HAM,44,Ferrari,,9,,0 days 00:00:33.066000,0 days 00:00:23.565000,SOFT,4,FALSE,4,218,257,315,224,12,FALSE,0 days 00:33:56.270000,2025,Dutch Grand Prix,Q,,0 days 00:41:12.039000,20.6,66,1006.2,FALSE,34.1,219,4,Q2,0,,,,,,,,,,
LEC,16,Ferrari,0 days 00:01:10.034000,11,0 days 00:00:23.948000,0 days 00:00:24.946000,0 days 00:00:21.140000,SOFT,5,FALSE,4,287,279,318,324,1,TRUE,0 days 00:41:01.427000,2025,Dutch Grand Prix,Q,70.034,0 days 00:42:11.461000,20.5,65,1006.2,FALSE,34.1,212,4.3,Q2,1,,,,,,,,,,
HAM,44,Ferrari,0 days 00:01:10.140000,10,0 days 00:00:24.106000,0 days 00:00:24.813000,0 days 00:00:21.221000,SOFT,5,FALSE,4,288,279,318,326,1,TRUE,0 days 00:41:12.039000,2025,Dutch Grand Prix,Q,70.14,0 days 00:42:22.179000,20.5,65,1006.2,FALSE,34.1,212,4.3,Q2,1,,,,,,,,,,
LEC,16,Ferrari,0 days 00:01:28.004000,12,0 days 00:00:28.203000,0 days 00:00:29.238000,0 days 00:00:30.563000,SOFT,6,FALSE,4,265,250,,263,1,FALSE,0 days 00:42:11.461000,2025,Dutch Grand Prix,Q,88.004,0 days 00:43:39.465000,20.7,66,1006.2,FALSE,33.8,228,3.6,Q2,0,,,,,,,,,,
RUS,63,Mercedes,,7,,0 days 00:00:36.258000,0 days 00:00:22.990000,SOFT,4,FALSE,3,221,244,316,236,12,FALSE,0 days 00:32:19.645000,2025,Dutch Grand Prix,Q,,0 days 00:44:01.968000,20.7,66,1006.2,FALSE,33.8,228,3.6,Q2,0,,,,,,,,,,
HAM,44,Ferrari,0 days 00:01:43.845000,11,0 days 00:00:30.791000,0 days 00:00:33.692000,0 days 00:00:39.362000,SOFT,6,FALSE,4,203,207,,220,1,FALSE,0 days 00:42:22.179000,2025,Dutch Grand Prix,Q,103.845,0 days 00:44:06.024000,20.7,66,1006.2,FALSE,33.8,228,3.6,Q2,0,,,,,,,,,,
VER,1,Red Bull Racing,,7,,0 days 00:00:33.016000,0 days 00:00:22.373000,SOFT,1,TRUE,3,194,258,320,265,12,FALSE,0 days 00:32:26.022000,2025,Dutch Grand Prix,Q,,0 days 00:44:09.889000,20.7,66,1006.2,FALSE,33.8,228,3.6,Q2,0,,,,,,,,,,
ANT,12,Mercedes,,7,,0 days 00:00:32.865000,0 days 00:00:23.328000,SOFT,1,TRUE,3,244,253,318,292,12,FALSE,0 days 00:32:45.670000,2025,Dutch Grand Prix,Q,,0 days 00:44:21.817000,20.7,66,1006.2,FALSE,33.8,228,3.6,Q2,0,,,,,,,,,,
TSU,22,Red Bull Racing,,10,,0 days 00:00:31.044000,0 days 00:00:22.835000,SOFT,1,TRUE,4,221,252,319,255,12,FALSE,0 days 00:34:40.252000,2025,Dutch Grand Prix,Q,,0 days 00:44:30.315000,20.6,65,1006.1,FALSE,34.3,203,5.2,Q2,0,,,,,,,,,,
LAW,30,Racing Bulls,,7,,0 days 00:00:32.694000,0 days 00:00:23.872000,SOFT,1,TRUE,3,203,264,319,267,12,FALSE,0 days 00:34:20.758000,2025,Dutch Grand Prix,Q,,0 days 00:44:46.233000,20.6,65,1006.1,FALSE,34.3,203,5.2,Q2,0,,,,,,,,,,
GAS,10,Alpine,,10,,0 days 00:00:29.461000,0 days 00:00:28.057000,SOFT,4,FALSE,4,270,254,319,184,12,FALSE,0 days 00:33:36.409000,2025,Dutch Grand Prix,Q,,0 days 00:44:54.097000,20.6,65,1006.1,FALSE,34.3,203,5.2,Q2,0,,,,,,,,,,
SAI,55,Williams,,7,,0 days 00:00:31.418000,0 days 00:00:26.610000,SOFT,1,TRUE,3,283,255,320,264,12,FALSE,0 days 00:33:05.392000,2025,Dutch Grand Prix,Q,,0 days 00:45:03.007000,20.6,65,1006.1,FALSE,34.3,203,5.2,Q2,0,,,,,,,,,,
ALB,23,Williams,,7,,0 days 00:00:30.264000,0 days 00:00:24.472000,SOFT,1,TRUE,3,282,257,320,126,12,FALSE,0 days 00:33:23.898000,2025,Dutch Grand Prix,Q,,0 days 00:45:09.298000,20.6,65,1006.1,FALSE,34.3,203,5.2,Q2,0,,,,,,,,,,
RUS,63,Mercedes,0 days 00:01:09.636000,8,0 days 00:00:23.770000,0 days 00:00:24.737000,0 days 00:00:21.129000,SOFT,5,FALSE,3,289,281,322,324,1,TRUE,0 days 00:44:01.968000,2025,Dutch Grand Prix,Q,69.636,0 days 00:45:11.604000,20.6,65,1006.1,FALSE,34.3,203,5.2,Q2,1,,,,,,,,,,
VER,1,Red Bull Racing,0 days 00:01:09.122000,8,0 days 00:00:23.599000,0 days 00:00:24.547000,0 days 00:00:20.976000,SOFT,2,TRUE,3,292,281,319,329,1,TRUE,0 days 00:44:09.889000,2025,Dutch Grand Prix,Q,69.122,0 days 00:45:19.011000,20.6,65,1006.1,FALSE,34.3,203,5.2,Q2,1,,,,,,,,,,
NOR,4,McLaren,,7,,0 days 00:00:32.545000,0 days 00:00:22.145000,SOFT,1,TRUE,3,258,261,319,264,12,FALSE,0 days 00:31:52.062000,2025,Dutch Grand Prix,Q,,0 days 00:45:24.644000,20.6,65,1006.1,FALSE,34.3,203,5.2,Q2,0,,,,,,,,,,
ANT,12,Mercedes,0 days 00:01:09.601000,8,0 days 00:00:23.907000,0 days 00:00:24.652000,0 days 00:00:21.042000,SOFT,2,TRUE,3,290,281,322,327,1,TRUE,0 days 00:44:21.817000,2025,Dutch Grand Prix,Q,69.601,0 days 00:45:31.418000,20.7,65,1006.2,FALSE,33.9,225,3.2,Q2,1,,,,,,,,,,
BOR,5,Alfa Romeo,,7,,0 days 00:00:33.512000,0 days 00:00:23.770000,SOFT,1,TRUE,3,264,253,319,234,12,FALSE,0 days 00:34:08.148000,2025,Dutch Grand Prix,Q,,0 days 00:45:36.450000,20.7,65,1006.2,FALSE,33.9,225,3.2,Q2,0,,,,,,,,,,
TSU,22,Red Bull Racing,0 days 00:01:09.622000,11,0 days 00:00:23.745000,0 days 00:00:24.737000,0 days 00:00:21.140000,SOFT,2,TRUE,4,291,281,323,329,1,TRUE,0 days 00:44:30.315000,2025,Dutch Grand Prix,Q,69.622,0 days 00:45:39.937000,20.7,65,1006.2,FALSE,33.9,225,3.2,Q2,1,,,,,,,,,,
HAD,6,Racing Bulls,,7,,0 days 00:00:33.756000,0 days 00:00:23.072000,SOFT,1,TRUE,3,214,259,320,137,12,FALSE,0 days 00:32:58.592000,2025,Dutch Grand Prix,Q,,0 days 00:45:49.528000,20.7,65,1006.2,FALSE,33.9,225,3.2,Q2,0,,,,,,,,,,
LAW,30,Racing Bulls,0 days 00:01:09.726000,8,0 days 00:00:23.916000,0 days 00:00:24.706000,0 days 00:00:21.104000,SOFT,2,TRUE,3,289,280,320,328,1,TRUE,0 days 00:44:46.233000,2025,Dutch Grand Prix,Q,69.726,0 days 00:45:55.959000,20.7,65,1006.2,FALSE,33.9,225,3.2,Q2,1,,,,,,,,,,
GAS,10,Alpine,0 days 00:01:10.237000,11,0 days 00:00:24.196000,0 days 00:00:24.833000,0 days 00:00:21.208000,SOFT,5,FALSE,4,290,282,320,328,1,TRUE,0 days 00:44:54.097000,2025,Dutch Grand Prix,Q,70.237,0 days 00:46:04.334000,20.7,65,1006.2,FALSE,33.9,225,3.2,Q2,1,,,,,,,,,,
ALO,14,Aston Martin,,6,,0 days 00:00:36.233000,0 days 00:00:26.719000,SOFT,3,FALSE,3,243,211,320,330,12,FALSE,0 days 00:33:39.082000,2025,Dutch Grand Prix,Q,,0 days 00:46:07.945000,20.7,65,1006.2,FALSE,33.9,225,3.2,Q2,0,,,,,,,,,,
SAI,55,Williams,0 days 00:01:09.765000,8,0 days 00:00:23.766000,0 days 00:00:24.820000,0 days 00:00:21.179000,SOFT,2,TRUE,3,292,283,322,329,1,TRUE,0 days 00:45:03.007000,2025,Dutch Grand Prix,Q,69.765,0 days 00:46:12.772000,20.7,65,1006.2,FALSE,33.9,225,3.2,Q2,1,,,,,,,,,,
PIA,81,McLaren,,7,,0 days 00:00:30.569000,0 days 00:00:28.864000,SOFT,1,TRUE,3,235,246,319,252,12,FALSE,0 days 00:32:09.911000,2025,Dutch Grand Prix,Q,,0 days 00:46:16.618000,20.7,65,1006.2,FALSE,33.9,225,3.2,Q2,0,,,,,,,,,,
ALB,23,Williams,0 days 00:01:09.652000,8,0 days 00:00:23.680000,0 days 00:00:24.935000,0 days 00:00:21.037000,SOFT,2,TRUE,3,292,283,325,330,1,TRUE,0 days 00:45:09.298000,2025,Dutch Grand Prix,Q,69.652,0 days 00:46:18.950000,20.7,65,1006.2,FALSE,33.9,225,3.2,Q2,1,,,,,,,,,,
LEC,16,Ferrari,,13,,0 days 00:00:30.987000,0 days 00:00:23.267000,SOFT,1,TRUE,5,258,250,317,263,1,FALSE,0 days 00:43:39.465000,2025,Dutch Grand Prix,Q,,0 days 00:46:28.887000,20.7,65,1006.1,FALSE,34.2,202,3.9,Q2,0,,,,,,,,,,
NOR,4,McLaren,0 days 00:01:08.874000,8,0 days 00:00:23.474000,0 days 00:00:24.555000,0 days 00:00:20.845000,SOFT,2,TRUE,3,291,282,321,328,1,TRUE,0 days 00:45:24.644000,2025,Dutch Grand Prix,Q,68.874,0 days 00:46:33.518000,20.7,65,1006.1,FALSE,34.2,202,3.9,Q2,1,,,,,,,,,,
RUS,63,Mercedes,0 days 00:01:29.367000,9,0 days 00:00:29.401000,0 days 00:00:31.174000,0 days 00:00:28.792000,SOFT,6,FALSE,3,262,136,,241,1,FALSE,0 days 00:45:11.604000,2025,Dutch Grand Prix,Q,89.367,0 days 00:46:40.971000,20.7,65,1006.1,FALSE,34.2,202,3.9,Q2,0,,,,,,,,,,
BOR,5,Alfa Romeo,0 days 00:01:09.770000,8,0 days 00:00:23.948000,0 days 00:00:24.804000,0 days 00:00:21.018000,SOFT,2,TRUE,3,290,281,318,328,1,TRUE,0 days 00:45:36.450000,2025,Dutch Grand Prix,Q,69.77,0 days 00:46:46.220000,20.7,65,1006.1,FALSE,34.2,202,3.9,Q2,1,,,,,,,,,,
HAM,44,Ferrari,,12,,0 days 00:00:31.721000,0 days 00:00:26.806000,SOFT,1,TRUE,5,162,253,320,220,1,FALSE,0 days 00:44:06.024000,2025,Dutch Grand Prix,Q,,0 days 00:46:47.783000,20.7,65,1006.1,FALSE,34.2,202,3.9,Q2,0,,,,,,,,,,
VER,1,Red Bull Racing,0 days 00:01:38.914000,9,0 days 00:00:33.829000,0 days 00:00:34.779000,0 days 00:00:30.306000,SOFT,3,TRUE,3,197,250,,235,1,FALSE,0 days 00:45:19.011000,2025,Dutch Grand Prix,Q,98.914,0 days 00:46:57.925000,20.7,65,1006.1,FALSE,34.2,202,3.9,Q2,0,,,,,,,,,,
HAD,6,Racing Bulls,0 days 00:01:09.515000,8,0 days 00:00:23.783000,0 days 00:00:24.692000,0 days 00:00:21.040000,SOFT,2,TRUE,3,289,279,320,329,1,TRUE,0 days 00:45:49.528000,2025,Dutch Grand Prix,Q,69.515,0 days 00:46:59.043000,20.7,65,1006.1,FALSE,34.2,202,3.9,Q2,1,,,,,,,,,,
ANT,12,Mercedes,0 days 00:01:40.452000,9,0 days 00:00:34.566000,0 days 00:00:35.993000,0 days 00:00:29.893000,SOFT,3,TRUE,3,238,232,,290,1,FALSE,0 days 00:45:31.418000,2025,Dutch Grand Prix,Q,100.452,0 days 00:47:11.870000,20.7,65,1006.1,FALSE,34.2,202,3.9,Q2,0,,,,,,,,,,
TSU,22,Red Bull Racing,0 days 00:01:33.889000,12,0 days 00:00:29.570000,0 days 00:00:33.522000,0 days 00:00:30.797000,SOFT,3,TRUE,4,260,236,,273,1,FALSE,0 days 00:45:39.937000,2025,Dutch Grand Prix,Q,93.889,0 days 00:47:13.826000,20.7,65,1006.1,FALSE,34.2,202,3.9,Q2,0,,,,,,,,,,
ALO,14,Aston Martin,0 days 00:01:09.657000,7,0 days 00:00:23.787000,0 days 00:00:24.704000,0 days 00:00:21.166000,SOFT,4,FALSE,3,291,281,321,331,1,TRUE,0 days 00:46:07.945000,2025,Dutch Grand Prix,Q,69.657,0 days 00:47:17.602000,20.7,65,1006.1,FALSE,34.2,202,3.9,Q2,1,,,,,,,,,,
PIA,81,McLaren,0 days 00:01:08.964000,8,0 days 00:00:23.590000,0 days 00:00:24.517000,0 days 00:00:20.857000,SOFT,2,TRUE,3,289,281,320,329,1,TRUE,0 days 00:46:16.618000,2025,Dutch Grand Prix,Q,68.964,0 days 00:47:25.582000,20.7,65,1006.1,FALSE,34.2,202,3.9,Q2,1,,,,,,,,,,
LAW,30,Racing Bulls,0 days 00:01:33.761000,9,0 days 00:00:30.134000,0 days 00:00:32.221000,0 days 00:00:31.406000,SOFT,3,TRUE,3,221,219,,300,1,FALSE,0 days 00:45:55.959000,2025,Dutch Grand Prix,Q,93.761,0 days 00:47:29.720000,20.8,64,1006.2,FALSE,34.3,197,4,Q2,0,,,,,,,,,,
LEC,16,Ferrari,0 days 00:01:09.304000,14,0 days 00:00:23.664000,0 days 00:00:24.691000,0 days 00:00:20.949000,SOFT,2,TRUE,5,290,280,320,326,1,TRUE,0 days 00:46:28.887000,2025,Dutch Grand Prix,Q,69.304,0 days 00:47:38.191000,20.8,64,1006.2,FALSE,34.3,197,4,Q2,1,,,,,,,,,,
GAS,10,Alpine,0 days 00:01:37.230000,12,0 days 00:00:34.160000,0 days 00:00:32.725000,0 days 00:00:30.345000,SOFT,6,FALSE,4,108,241,,266,1,FALSE,0 days 00:46:04.334000,2025,Dutch Grand Prix,Q,97.23,0 days 00:47:41.564000,20.8,64,1006.2,FALSE,34.3,197,4,Q2,0,,,,,,,,,,
SAI,55,Williams,0 days 00:01:38.814000,9,0 days 00:00:35.595000,0 days 00:00:33.002000,0 days 00:00:30.217000,SOFT,3,TRUE,3,245,249,,143,1,FALSE,0 days 00:46:12.772000,2025,Dutch Grand Prix,Q,98.814,0 days 00:47:51.586000,20.8,64,1006.2,FALSE,34.3,197,4,Q2,0,,,,,,,,,,
ALB,23,Williams,0 days 00:01:36.677000,9,0 days 00:00:35.449000,0 days 00:00:32.544000,0 days 00:00:28.684000,SOFT,3,TRUE,3,142,238,,257,1,FALSE,0 days 00:46:18.950000,2025,Dutch Grand Prix,Q,96.677,0 days 00:47:55.627000,20.8,64,1006.2,FALSE,34.3,197,4,Q2,0,,,,,,,,,,
HAM,44,Ferrari,0 days 00:01:09.261000,13,0 days 00:00:23.735000,0 days 00:00:24.493000,0 days 00:00:21.033000,SOFT,2,TRUE,5,291,280,318,330,1,TRUE,0 days 00:46:47.783000,2025,Dutch Grand Prix,Q,69.261,0 days 00:47:57.044000,20.8,64,1006.2,FALSE,34.3,197,4,Q2,1,,,,,,,,,,
NOR,4,McLaren,0 days 00:01:34.491000,9,0 days 00:00:29.322000,0 days 00:00:33.507000,0 days 00:00:31.662000,SOFT,3,TRUE,3,236,138,,258,1,FALSE,0 days 00:46:33.518000,2025,Dutch Grand Prix,Q,94.491,0 days 00:48:08.009000,20.8,64,1006.2,FALSE,34.3,197,4,Q2,0,,,,,,,,,,
BOR,5,Alfa Romeo,0 days 00:01:34.044000,9,0 days 00:00:31.693000,0 days 00:00:31.371000,0 days 00:00:30.980000,SOFT,3,TRUE,3,243,209,,288,1,FALSE,0 days 00:46:46.220000,2025,Dutch Grand Prix,Q,94.044,0 days 00:48:20.264000,20.8,64,1006.2,FALSE,34.3,197,4,Q2,0,,,,,,,,,,
HAD,6,Racing Bulls,0 days 00:01:31.079000,9,0 days 00:00:28.472000,0 days 00:00:31.446000,0 days 00:00:31.161000,SOFT,3,TRUE,3,254,225,,285,1,FALSE,0 days 00:46:59.043000,2025,Dutch Grand Prix,Q,91.079,0 days 00:48:30.122000,20.8,64,1006.2,FALSE,34.3,209,4.1,Q2,0,,,,,,,,,,
ALO,14,Aston Martin,0 days 00:01:31.968000,8,0 days 00:00:30.148000,0 days 00:00:32.181000,0 days 00:00:29.639000,SOFT,5,FALSE,3,223,216,,248,1,FALSE,0 days 00:47:17.602000,2025,Dutch Grand Prix,Q,91.968,0 days 00:48:49.570000,20.8,64,1006.2,FALSE,34.3,209,4.1,Q2,0,,,,,,,,,,
PIA,81,McLaren,0 days 00:01:34.515000,9,0 days 00:00:32.934000,0 days 00:00:31.631000,0 days 00:00:29.950000,SOFT,3,TRUE,3,213,225,,246,1,FALSE,0 days 00:47:25.582000,2025,Dutch Grand Prix,Q,94.515,0 days 00:49:00.097000,20.8,64,1006.2,FALSE,34.3,209,4.1,Q2,0,,,,,,,,,,
LEC,16,Ferrari,0 days 00:01:26.544000,15,0 days 00:00:28.208000,0 days 00:00:28.957000,0 days 00:00:29.379000,SOFT,3,TRUE,5,264,241,,279,1,FALSE,0 days 00:47:38.191000,2025,Dutch Grand Prix,Q,86.544,0 days 00:49:04.735000,20.8,64,1006.2,FALSE,34.3,209,4.1,Q2,0,,,,,,,,,,
HAM,44,Ferrari,0 days 00:01:39.833000,14,0 days 00:00:33.450000,0 days 00:00:32.552000,0 days 00:00:33.831000,SOFT,3,TRUE,5,211,195,,220,1,FALSE,0 days 00:47:57.044000,2025,Dutch Grand Prix,Q,99.833,0 days 00:49:36.877000,20.7,65,1006.2,FALSE,34.4,213,4.7,Q2,0,,,,,,,,,,
NOR,4,McLaren,,10,,0 days 00:00:33.183000,0 days 00:00:23.239000,SOFT,4,FALSE,4,278,253,317,258,1,FALSE,0 days 00:48:08.009000,2025,Dutch Grand Prix,Q,,0 days 00:51:38.402000,20.7,66,1006.3,FALSE,34.1,223,5.1,Q2,0,,,,,,,,,,
RUS,63,Mercedes,,10,,0 days 00:00:35.177000,0 days 00:00:22.608000,SOFT,1,TRUE,4,219,249,317,241,1,FALSE,0 days 00:46:40.971000,2025,Dutch Grand Prix,Q,,0 days 00:51:53.817000,20.7,66,1006.3,FALSE,34.1,223,5.1,Q2,0,,,,,,,,,,
ANT,12,Mercedes,,10,,0 days 00:00:32.535000,0 days 00:00:23.332000,SOFT,1,TRUE,4,233,252,318,290,1,FALSE,0 days 00:47:11.870000,2025,Dutch Grand Prix,Q,,0 days 00:52:02.637000,20.7,66,1006.3,FALSE,34.1,223,5.1,Q2,0,,,,,,,,,,
TSU,22,Red Bull Racing,,13,,0 days 00:00:30.789000,0 days 00:00:23.354000,SOFT,1,TRUE,5,235,247,320,273,1,FALSE,0 days 00:47:13.826000,2025,Dutch Grand Prix,Q,,0 days 00:52:09.357000,20.7,66,1006.3,FALSE,34.1,223,5.1,Q2,0,,,,,,,,,,
VER,1,Red Bull Racing,,10,,0 days 00:00:35.634000,0 days 00:00:23.042000,SOFT,4,FALSE,4,183,249,318,235,1,FALSE,0 days 00:46:57.925000,2025,Dutch Grand Prix,Q,,0 days 00:52:30.706000,20.6,66,1006.2,FALSE,33.9,223,4,Q2,0,,,,,,,,,,
GAS,10,Alpine,,13,,0 days 00:00:30.753000,0 days 00:00:26.732000,SOFT,1,TRUE,5,271,256,320,266,1,FALSE,0 days 00:47:41.564000,2025,Dutch Grand Prix,Q,,0 days 00:52:40.007000,20.6,66,1006.2,FALSE,33.9,223,4,Q2,0,,,,,,,,,,
